,name,id,nametype,recclass,mass (g),fall,reclat,reclong,GeoLocation,Year,City,Country
15937,Guadaloupe County,11430,Valid,Iron,20.5,Found,29.5,-98.0,"(29.5, -98.0)",1950.0,seguin,us
22936,Melvern Lake,15477,Valid,H5,7746.0,Found,38.525,-95.78056,"(38.525, -95.78056)",1950.0,emporia,us
24092,Miller (Kansas),16646,Valid,H4,970.0,Found,38.625,-96.02278000000001,"(38.625, -96.02278)",1950.0,emporia,us
5036,Barwise,4955,Valid,H5,10400.0,Found,34.0,-101.5,"(34.0, -101.5)",1950.0,plainview,us
946,St. Louis,23089,Valid,H4,1000.0,Fell,38.7,-90.23333000000001,"(38.7, -90.23333)",1950.0,jennings,us
32015,Plainview (1950),18842,Valid,H,2200.0,Found,34.11667,-101.78333,"(34.11667, -101.78333)",1950.0,plainview,us
16365,Haven,11858,Valid,H6,6100.0,Found,37.96417,-97.75583,"(37.96417, -97.75583)",1950.0,hutchinson,us
322,Garland,10861,Valid,Diogenite-pm,102.0,Fell,41.68333,-112.13333,"(41.68333, -112.13333)",1950.0,brigham city,us
37720,Sterley,56575,Valid,"Pallasite, PMG",1724.8,Found,34.21,-101.39,"(34.21, -101.39)",1950.0,plainview,us
663,Murray,16882,Valid,CM2,12600.0,Fell,36.6,-88.1,"(36.6, -88.1)",1950.0,murray,us
6857,Densmore (1950),6657,Valid,H6,11300.0,Found,39.56583,-99.64721999999999,"(39.56583, -99.64722)",1950.0,hays,us
38376,Withrow,24320,Valid,"Iron, IIIAB?",8732.0,Found,47.70667,-119.83,"(47.70667, -119.83)",1950.0,east wenatchee bench,us
5483,Clinton,5381,Valid,Iron,7700.0,Found,36.08333,-84.2,"(36.08333, -84.2)",1950.0,clinton,us
17338,Keen Mountain,12271,Valid,"Iron, IIAB",6690.0,Found,37.21667,-82.0,"(37.21667, -82.0)",1950.0,bristol,us
12554,Gahanna,10842,Valid,"Iron, IAB-MG",1201.0,Found,40.01667,-82.86667,"(40.01667, -82.86667)",1950.0,gahanna,us
17358,Kingfisher,12317,Valid,L5,8180.0,Found,35.83333,-97.93333,"(35.83333, -97.93333)",1950.0,el reno,us
36054,Richland,22601,Valid,"Iron, IIAB",50600.0,Found,31.9,-96.4,"(31.9, -96.4)",1951.0,corsicana,us
5457,Chico Hills,5347,Valid,H4,8030.0,Found,36.0,-104.5,"(36.0, -104.5)",1951.0,las vegas,us
37786,Tafoya (b),23781,Valid,H5,490.0,Found,36.45,-104.1,"(36.45, -104.1)",1951.0,raton,us
1113,Abbott,5,Valid,H3-6,21100.0,Found,36.3,-104.28333,"(36.3, -104.28333)",1951.0,raton,us
37785,Tafoya (a),23780,Valid,H4,270.0,Found,36.45,-104.1,"(36.45, -104.1)",1951.0,raton,us
16383,Hesston,11879,Valid,L6,12900.0,Found,38.11667,-97.43333,"(38.11667, -97.43333)",1951.0,newton,us
38333,Willowdale,24279,Valid,H4,3000.0,Found,37.53333,-98.36667,"(37.53333, -98.36667)",1951.0,hutchinson,us
17385,Kress (a),12358,Valid,L6,12500.0,Found,34.35833,-101.73,"(34.35833, -101.73)",1951.0,plainview,us
11673,Faith,10071,Valid,H5,105000.0,Found,45.33333,-102.08333,"(45.33333, -102.08333)",1952.0,rapid valley,us
31993,Picacho,18814,Valid,"Iron, IIIAB",22000.0,Found,33.2,-105.0,"(33.2, -105.0)",1952.0,roswell,us
17366,Klamath Falls,12330,Valid,"Iron, IIIF",17000.0,Found,42.16667,-121.85,"(42.16667, -121.85)",1952.0,klamath falls,us
11750,Fort Stockton,10168,Valid,Iron,4762.8,Found,30.91667,-103.06667,"(30.91667, -103.06667)",1952.0,pecos,us
37742,Sublette,23735,Valid,L6,1300.0,Found,37.5,-100.83333,"(37.5, -100.83333)",1952.0,liberal,us
21657,Lombard,14679,Valid,"Iron, IIAB",7000.0,Found,46.1,-111.4,"(46.1, -111.4)",1953.0,belgrade,us
38381,Woodbine,24330,Valid,"Iron, IAB-ung",48200.0,Found,42.34667,-90.1675,"(42.34667, -90.1675)",1953.0,platteville,us
38214,Ventura,24159,Valid,"Iron, IAB-ung",7700.0,Found,34.25,-119.3,"(34.25, -119.3)",1953.0,oxnard,us
9165,Dresden (Kansas),7730,Valid,H5,6760.0,Found,39.61667,-100.46306,"(39.61667, -100.46306)",1953.0,hays,us
38115,Turtle River,24085,Valid,"Iron, IIIAB",22390.0,Found,47.6,-94.76666999999999,"(47.6, -94.76667)",1953.0,bemidji,us
5485,Clover Springs,5384,Valid,Mesosiderite-A2,7700.0,Found,34.45,-111.36667,"(34.45, -111.36667)",1954.0,payson,us
32006,Pinto Mountains,18829,Valid,L6,17900.0,Found,34.0,-115.78333,"(34.0, -115.78333)",1954.0,twentynine palms,us
16555,Jerome (Idaho),12082,Valid,L,6800.0,Found,42.63333,-114.83333,"(42.63333, -114.83333)",1954.0,jerome,us
38132,Umbarger,24113,Valid,L6,13000.0,Found,34.95,-102.1175,"(34.95, -102.1175)",1954.0,canyon,us
11696,Flagg,10108,Valid,L5,7000.0,Found,34.43333,-102.51666999999999,"(34.43333, -102.51667)",1954.0,hereford,us
32033,Point of Rocks (stone),18856,Valid,L6,800.0,Found,36.5,-104.5,"(36.5, -104.5)",1954.0,raton,us
9417,El Rancho Grande,7816,Valid,Pallasite,40.7,Found,37.0,-105.0,"(37.0, -105.0)",1954.0,trinidad,us
970,Sylacauga,23773,Valid,H4,5560.0,Fell,33.188359999999996,-86.2945,"(33.18836, -86.2945)",1954.0,sylacauga,us
5456,Chico,5346,Valid,L6,104800.0,Found,36.5,-104.2,"(36.5, -104.2)",1954.0,raton,us
38005,Thoreau,23974,Valid,"Iron, IAB complex",500.0,Found,35.28333,-108.26666999999999,"(35.28333, -108.26667)",1954.0,grants,us
31102,Palo Blanco Creek,18080,Valid,Eucrite-mmict,1482.0,Found,36.5,-104.5,"(36.5, -104.5)",1954.0,raton,us
22917,Mayday,15448,Valid,H4,6900.0,Found,39.47444,-96.925,"(39.47444, -96.925)",1955.0,junction city,us
22904,Marion (Kansas),15425,Valid,L5,2890.0,Found,38.36667,-97.03333,"(38.36667, -97.03333)",1955.0,newton,us
9189,Edmonson (a),7768,Valid,L6,12000.0,Found,34.28333,-101.83333,"(34.28333, -101.83333)",1955.0,plainview,us
9156,Dora (pallasite),7712,Valid,"Pallasite, PMG",7600.0,Found,33.92667,-103.955,"(33.92667, -103.955)",1955.0,portales,us
5553,Cottonwood,5455,Valid,H5,800.0,Found,34.83333,-112.01666999999999,"(34.83333, -112.01667)",1955.0,cottonwood,us
16401,Hope,11905,Valid,"Iron, IAB-MG",6800.0,Found,33.68333,-93.6,"(33.68333, -93.6)",1955.0,hope,us
38288,Wellington,24236,Valid,H5,13400.0,Found,34.95,-100.25,"(34.95, -100.25)",1955.0,pampa,us
17471,Lakewood,12450,Valid,L6,46500.0,Found,32.62972,-104.35,"(32.62972, -104.35)",1955.0,artesia,us
38119,Twin City,24090,Valid,"Iron, IAB-ung",5130.0,Found,32.58333,-82.01666999999999,"(32.58333, -82.01667)",1955.0,statesboro,us
45703,Zenda,30400,Valid,"Iron, IAB complex",3700.0,Found,42.513329999999996,-88.48944,"(42.51333, -88.48944)",1955.0,harvard,us
177,Centerville,5307,Valid,H5,45.6,Fell,43.2,-96.91667,"(43.2, -96.91667)",1956.0,sioux falls,us
38251,Walltown,24208,Valid,L6,1600.0,Found,37.325,-84.71667,"(37.325, -84.71667)",1956.0,somerset,us
17427,La Villa,12405,Valid,H4,19800.0,Found,26.27167,-97.90167,"(26.27167, -97.90167)",1956.0,mercedes,us
5511,Comanche (stone),5415,Valid,L5,2400.0,Found,31.991670000000003,-98.65167,"(31.99167, -98.65167)",1956.0,brownwood,us
32032,Point of Rocks (iron),18855,Valid,"Iron, IIIAB",18000.0,Found,36.5,-104.5,"(36.5, -104.5)",1956.0,raton,us
37425,Seguin,23478,Valid,H6,750.0,Found,39.36667,-100.63333,"(39.36667, -100.63333)",1956.0,hays,us
9174,Dumas (a),7741,Valid,H5,46050.0,Found,35.9,-101.9,"(35.9, -101.9)",1956.0,dumas,us
8313,Dispatch,7648,Valid,H,220.0,Found,39.5,-98.53333,"(39.5, -98.53333)",1956.0,hays,us
45682,Yorktown (Texas),30371,Valid,H5,3500.0,Found,28.95,-97.40278,"(28.95, -97.40278)",1957.0,victoria,us
16484,Ider,11999,Valid,"Iron, IIIAB",140000.0,Found,34.68333,-85.65,"(34.68333, -85.65)",1957.0,fort payne,us
5367,Canyon,5255,Valid,H?,860.0,Found,34.96667,-101.93333,"(34.96667, -101.93333)",1957.0,canyon,us
37712,St. Peter,23094,Valid,L5,6800.0,Found,39.4,-100.03333,"(39.4, -100.03333)",1957.0,hays,us
5703,Dale Dry Lake,5505,Valid,L3.7,300.0,Found,34.08333,-115.78333,"(34.08333, -115.78333)",1957.0,twentynine palms,us
11707,Forestburg (a),10121,Valid,L4,26100.0,Found,33.50667,-97.65139,"(33.50667, -97.65139)",1957.0,gainesville,us
11708,Forestburg (b),10122,Valid,L5,26600.0,Found,33.49556,-97.58861,"(33.49556, -97.58861)",1957.0,gainesville,us
5125,Bison,5061,Valid,LL6,11000.0,Found,38.306670000000004,-99.71,"(38.30667, -99.71)",1958.0,dodge city,us
36055,Ridgecrest,22604,Valid,H5,9.69,Found,35.58333,-117.56667,"(35.58333, -117.56667)",1958.0,ridgecrest,us
5078,Belmont,5008,Valid,H6,25300.0,Found,42.73333,-90.35,"(42.73333, -90.35)",1958.0,platteville,us
5305,Calliham,5201,Valid,L6,40000.0,Found,28.41667,-98.25,"(28.41667, -98.25)",1958.0,beeville,us
5621,Crow Peak,44709,Valid,"Iron, IIAB",6320.0,Found,44.47733,-103.972,"(44.47733, -103.972)",1958.0,spearfish,us
362,Hamlet,11485,Valid,LL4,3710.0,Fell,41.38333,-86.6,"(41.38333, -86.6)",1959.0,plymouth,us
5440,Cee Vee,5305,Valid,H5,3600.0,Found,34.2,-100.48333000000001,"(34.2, -100.48333)",1959.0,vernon,us
37908,Temple,23894,Valid,L6,5000.0,Found,31.116670000000003,-97.3,"(31.11667, -97.3)",1959.0,temple,us
32043,Portis,18875,Valid,L,30.0,Found,39.56667,-98.68333,"(39.56667, -98.68333)",1959.0,hays,us
5017,Bagdad,4920,Valid,"Iron, IIIAB",2200.0,Found,34.613316999999995,-113.398967,"(34.613317, -113.398967)",1959.0,kingman,us
38261,Watonga,55758,Valid,LL3.1,5025.0,Found,35.833333,-98.4,"(35.833333, -98.4)",1960.0,weatherford,us
11635,Ellicott,10021,Valid,"Iron, IAB-ung",15700.0,Found,38.80778,-104.56944,"(38.80778, -104.56944)",1960.0,cimarron hills,us
38215,Venus,24160,Valid,H4,1013.0,Found,32.4,-97.08333,"(32.4, -97.08333)",1960.0,midlothian,us
37429,Selden,23484,Valid,LL5,1560.0,Found,39.53333,-100.56667,"(39.53333, -100.56667)",1960.0,hays,us
37736,Stoneham,31330,Valid,H5,5000.0,Found,40.63783,-103.69717,"(40.63783, -103.69717)",1960.0,fort morgan,us
5480,Cleo Springs,5378,Valid,H4,24000.0,Found,36.43333,-98.43333,"(36.43333, -98.43333)",1960.0,enid,us
5217,Brownfield (iron),5154,Valid,"Iron, IID",1626.0,Found,33.21667,-102.18333,"(33.21667, -102.18333)",1960.0,brownfield,us
9177,Duncanville,7744,Valid,H,17800.0,Found,32.63333,-96.86667,"(32.63333, -96.86667)",1961.0,desoto,us
365,Harleton,11830,Valid,L6,8360.0,Fell,32.675,-94.51167,"(32.675, -94.51167)",1961.0,marshall,us
92,Bells,5005,Valid,C2-ung,375.0,Fell,33.6,-96.46667,"(33.6, -96.46667)",1961.0,sherman,us
37778,Sweetwater,23770,Valid,H5,1760.0,Found,32.55,-100.41667,"(32.55, -100.41667)",1961.0,sweetwater,us
36050,Rhineland,22595,Valid,H5,6240.0,Found,33.53333,-99.61667,"(33.53333, -99.61667)",1961.0,vernon,us
37432,Seminole,23488,Valid,H4,43900.0,Found,32.68333,-102.61667,"(32.68333, -102.61667)",1961.0,andrews,us
5486,Clovis (no. 1),5385,Valid,H3.6,283000.0,Found,34.3,-103.13472,"(34.3, -103.13472)",1961.0,clovis,us
11667,Eunice,10064,Valid,H5,2300.0,Found,34.47,-101.75833,"(34.47, -101.75833)",1961.0,plainview,us
3421,Anoka,2307,Valid,"Iron, IAB-sLM",1108.0,Found,45.2,-93.43333,"(45.2, -93.43333)",1961.0,champlin,us
19742,Leoville,12766,Valid,CV3,8100.0,Found,39.63333,-100.46722,"(39.63333, -100.46722)",1961.0,lexington,us
17308,Kennard,12279,Valid,H5,8200.0,Found,41.48333,-96.16667,"(41.48333, -96.16667)",1961.0,omaha,us
31012,Oshkosh,18036,Valid,H,144.8,Found,44.07694,-88.56278,"(44.07694, -88.56278)",1961.0,oshkosh,us
1565,Akron (1961),431,Valid,L6,4000.0,Found,40.15,-103.16667,"(40.15, -103.16667)",1961.0,sterling,us
5053,Batesland,4973,Valid,H5,2500.0,Found,43.13333,-102.1,"(43.13333, -102.1)",1961.0,rapid valley,us
5283,Caldwell,5197,Valid,L-imp melt,12900.0,Found,37.03333,-97.625,"(37.03333, -97.625)",1961.0,arkansas city,us
5371,Canyonlands,5258,Valid,H6,1520.0,Found,38.18333,-109.88333,"(38.18333, -109.88333)",1961.0,redlands,us
11692,Finney,10104,Valid,L5,10700.0,Found,34.26667,-101.56667,"(34.26667, -101.56667)",1962.0,plainview,us
5482,Clifford,5380,Valid,L6,11360.0,Found,39.1,-103.25833,"(39.1, -103.25833)",1962.0,lamar,us
38328,Williston,24275,Valid,"Iron, IIIAB",7645.0,Found,47.98333,-103.65,"(47.98333, -103.65)",1962.0,williston,us
21680,Loop,14702,Valid,L6,5600.0,Found,32.9,-102.28333,"(32.9, -102.28333)",1962.0,brownfield,us
1518,Acomita,372,Valid,"Pallasite, PMG",3956.0,Found,35.05,-107.56667,"(35.05, -107.56667)",1962.0,grants,us
37613,Sierra County,23589,Valid,H5,1000.0,Found,33.0,-107.5,"(33.0, -107.5)",1962.0,truth or consequences,us
37667,Slovak,23647,Valid,H5,8220.0,Found,34.65,-91.58333,"(34.65, -91.58333)",1962.0,stuttgart,us
37481,Shields,23533,Valid,H5,9780.0,Found,38.7,-100.35,"(38.7, -100.35)",1962.0,garden city,us
37419,Seagraves,23469,Valid,H4,13000.0,Found,32.93333,-102.58333,"(32.93333, -102.58333)",1962.0,brownfield,us
38068,Toulon,24035,Valid,H5,1214.5,Found,41.11667,-89.80833,"(41.11667, -89.80833)",1962.0,kewanee,us
5193,Bowesmont,5124,Valid,L6,2270.0,Found,48.68333,-97.16667,"(48.68333, -97.16667)",1962.0,grafton,us
26357,Needles,16936,Valid,"Iron, IID",45300.0,Found,34.44417,-114.8325,"(34.44417, -114.8325)",1962.0,lake havasu city,us
16479,Hunter,11987,Valid,LL5,74600.0,Found,36.56,-97.66667,"(36.56, -97.66667)",1962.0,enid,us
38120,Two Buttes (a),24091,Valid,H5,19700.0,Found,37.63333,-102.41667,"(37.63333, -102.41667)",1962.0,lamar,us
11646,Emery,10031,Valid,Mesosiderite-A3,16700.0,Found,43.56333,-97.58333,"(43.56333, -97.58333)",1962.0,mitchell,us
21724,Lucerne Valley 001,14725,Valid,L6,15.8,Found,34.5,-116.95,"(34.5, -116.95)",1963.0,apple valley,us
5001,Atwood,4891,Valid,L6,2100.0,Found,40.51667,-103.26666999999999,"(40.51667, -103.26667)",1963.0,sterling,us
37794,Talpa,23793,Valid,H6,13000.0,Found,31.866670000000003,-99.58333,"(31.86667, -99.58333)",1963.0,abilene,us
17455,Lahoma,12432,Valid,L5,21800.0,Found,36.38333,-98.08333,"(36.38333, -98.08333)",1963.0,enid,us
38244,Waka,24200,Valid,H6,11875.0,Found,36.15,-101.05,"(36.15, -101.05)",1963.0,borger,us
11763,Fremont Butte,10181,Valid,L4,6647.0,Found,38.5,-105.5,"(38.5, -105.5)",1963.0,canon city,us
38052,Tobe,24014,Valid,H4,5386.0,Found,37.2,-103.58333,"(37.2, -103.58333)",1963.0,raton,us
16360,Hassayampa,11851,Valid,H4,16000.0,Found,33.75,-112.66667,"(33.75, -112.66667)",1963.0,sun city west,us
5387,Carnegie,5278,Valid,L6,132700.0,Found,35.16667,-98.64389,"(35.16667, -98.64389)",1963.0,weatherford,us
26292,Mulberry Draw,16845,Valid,L5,9716.0,Found,35.63333,-100.13333,"(35.63333, -100.13333)",1963.0,elk city,us
32016,Plainview (c),18843,Valid,OC,631.0,Found,34.125,-101.75667,"(34.125, -101.75667)",1963.0,plainview,us
26188,Mosquero,16757,Valid,H4,1800.0,Found,35.75,-103.93333,"(35.75, -103.93333)",1963.0,tucumcari,us
17290,Jonah,12200,Valid,H5,1304.0,Found,30.625,-97.53333,"(30.625, -97.53333)",1963.0,taylor,us
21726,Lucerne Valley 003,14727,Valid,H6,7.5,Found,34.5,-116.95,"(34.5, -116.95)",1963.0,apple valley,us
21725,Lucerne Valley 002,14726,Valid,LL4,5.8,Found,34.5,-116.95,"(34.5, -116.95)",1963.0,apple valley,us
21730,Lucerne Valley 007,14731,Valid,OC,4.8,Found,34.5,-116.95,"(34.5, -116.95)",1963.0,apple valley,us
21729,Lucerne Valley 006,14730,Valid,H4,26.9,Found,34.5,-116.95,"(34.5, -116.95)",1963.0,apple valley,us
26406,Northampton,17009,Valid,Iron,353.0,Found,42.31667,-72.63333,"(42.31667, -72.63333)",1963.0,northampton,us
21728,Lucerne Valley 005,14729,Valid,L6,3.1,Found,34.5,-116.95,"(34.5, -116.95)",1963.0,apple valley,us
385,Hoxie,11915,Valid,OC,266.1,Fell,39.35,-100.45,"(39.35, -100.45)",1963.0,hays,us
5487,Clovis (no. 2),5386,Valid,L6,41300.0,Found,34.3,-103.13333,"(34.3, -103.13333)",1963.0,clovis,us
21727,Lucerne Valley 004,14728,Valid,L6,37.4,Found,34.5,-116.95,"(34.5, -116.95)",1963.0,apple valley,us
21731,Lucerne Valley 008,14732,Valid,H4,2.0,Found,34.5,-116.95,"(34.5, -116.95)",1964.0,apple valley,us
37771,Sutton,23763,Valid,H5,7600.0,Found,40.6,-97.86667,"(40.6, -97.86667)",1964.0,hastings,us
5002,Atwood (b),4892,Valid,OC,77.0,Found,40.51667,-103.26666999999999,"(40.51667, -103.26667)",1964.0,sterling,us
37738,Stratton,23730,Valid,OC,121.0,Found,39.22167,-102.59,"(39.22167, -102.59)",1964.0,lamar,us
12650,Grassland,10959,Valid,L4,4400.0,Found,33.11667,-101.58333,"(33.11667, -101.58333)",1964.0,lamesa,us
5477,Claytonville,5375,Valid,L5,15600.0,Found,34.34667,-101.49,"(34.34667, -101.49)",1964.0,plainview,us
38291,Wellman (c),24239,Valid,H4,45000.0,Found,33.03333,-102.33333,"(33.03333, -102.33333)",1964.0,brownfield,us
38290,Wellman (b),24238,Valid,OC,343.0,Found,33.025,-102.41667,"(33.025, -102.41667)",1964.0,brownfield,us
5215,Brownfield (1964),5152,Valid,H5,4100.0,Found,33.21667,-102.18333,"(33.21667, -102.18333)",1964.0,brownfield,us
21681,Loop (b),14703,Valid,H,1600.0,Found,32.99167,-102.38833000000001,"(32.99167, -102.38833)",1964.0,brownfield,us
21682,Loop (c),14704,Valid,OC,861.0,Found,32.98333,-102.38833000000001,"(32.98333, -102.38833)",1964.0,brownfield,us
32012,Plains,18839,Valid,H5,34300.0,Found,33.28333,-102.76666999999999,"(33.28333, -102.76667)",1964.0,levelland,us
21732,Lucerne Valley 009,14733,Valid,H4,3.0,Found,34.5,-116.95,"(34.5, -116.95)",1965.0,apple valley,us
17304,Kaffir (a),12223,Valid,L5,1874.9,Found,34.623329999999996,-101.91667,"(34.62333, -101.91667)",1965.0,canyon,us
26396,Norristown,16997,Valid,"Iron, IIIAB",4200.0,Found,32.51667,-82.55,"(32.51667, -82.55)",1965.0,vidalia,us
38012,Thurman,23980,Valid,OC,1959.0,Found,39.52167,-103.16667,"(39.52167, -103.16667)",1965.0,fort morgan,us
38032,Tierra Blanca,23988,Valid,Winonaite,860.0,Found,34.93333,-102.01666999999999,"(34.93333, -102.01667)",1965.0,canyon,us
21733,Lucerne Valley 010,14734,Valid,H4,6.4,Found,34.5,-116.95,"(34.5, -116.95)",1965.0,apple valley,us
11653,Erie,10045,Valid,L6,3300.0,Found,40.03167,-105.05667,"(40.03167, -105.05667)",1965.0,erie,us
37698,Springer,23688,Valid,H5,8143.0,Found,36.346109999999996,-97.185,"(36.34611, -97.185)",1965.0,stillwater,us
37711,St. Lawrence,23088,Valid,LL6,2600.0,Found,31.73333,-101.505,"(31.73333, -101.505)",1965.0,big spring,us
22923,McCook,15459,Valid,L6,3602.0,Found,40.02,-100.78333,"(40.02, -100.78333)",1965.0,north platte,us
21660,Lone Star,14682,Valid,H4,4300.0,Found,34.25972,-101.40833,"(34.25972, -101.40833)",1965.0,plainview,us
21647,Little River (b),14666,Valid,H4/5,11700.0,Found,38.44,-98.06667,"(38.44, -98.06667)",1965.0,hutchinson,us
32045,Post,18877,Valid,L,2000.0,Found,33.11667,-101.38333,"(33.11667, -101.38333)",1965.0,snyder,us
15976,Hamilton (Texas),11484,Valid,OC,2700.0,Found,31.593329999999998,-98.25,"(31.59333, -98.25)",1965.0,gatesville,us
11669,Eva,10066,Valid,H5,6700.0,Found,36.81667,-101.90833,"(36.81667, -101.90833)",1965.0,guymon,us
11665,Etter,10062,Valid,L5,450000.0,Found,35.98333,-101.9,"(35.98333, -101.9)",1965.0,dumas,us
37433,Seminole (b),23489,Valid,H4,1184.0,Found,32.54333,-102.705,"(32.54333, -102.705)",1965.0,andrews,us
38050,Tishomingo,24010,Valid,"Iron, ungrouped",260000.0,Found,34.25,-96.68333,"(34.25, -96.68333)",1965.0,durant,us
17415,Kyle,12389,Valid,L6,7780.0,Found,29.975,-97.86667,"(29.975, -97.86667)",1965.0,kyle,us
16375,Hebron,11867,Valid,H6,21820.0,Found,40.16667,-97.6,"(40.16667, -97.6)",1965.0,beatrice,us
38309,Wikieup,24260,Valid,H5,372.0,Found,34.7,-113.6,"(34.7, -113.6)",1965.0,kingman,us
3428,Anton,2311,Valid,H4,41800.0,Found,33.7825,-102.18111,"(33.7825, -102.18111)",1965.0,levelland,us
6842,Del Rio,6639,Valid,"Iron, IIF",3596.0,Found,29.366670000000003,-100.96667,"(29.36667, -100.96667)",1965.0,del rio,us
11701,Floyd,10113,Valid,L4,13000.0,Found,34.193329999999996,-103.575,"(34.19333, -103.575)",1966.0,portales,us
38292,Wellman (d),24240,Valid,H,1615.0,Found,33.01667,-102.36667,"(33.01667, -102.36667)",1966.0,brownfield,us
11677,Faucett,10077,Valid,H5,100000.0,Found,39.61667,-94.86667,"(39.61667, -94.86667)",1966.0,saint joseph,us
16520,Inman,12036,Valid,L/LL3.4,7250.0,Found,38.25,-97.66667,"(38.25, -97.66667)",1966.0,hutchinson,us
9421,Elba,7821,Valid,H5,4175.0,Found,39.83333,-103.21667,"(39.83333, -103.21667)",1966.0,fort morgan,us
17305,Kaffir (b),12224,Valid,H4,3500.0,Found,34.67167,-101.815,"(34.67167, -101.815)",1966.0,canyon,us
17382,Kramer Creek,12354,Valid,L4,2300.0,Found,38.3925,-104.17667,"(38.3925, -104.17667)",1966.0,pueblo,us
17386,Kress (b),12359,Valid,L4,2600.0,Found,34.35833,-101.73,"(34.35833, -101.73)",1966.0,plainview,us
1624,Albion,457,Valid,"Iron, IVA",12280.0,Found,46.83333,-117.25,"(46.83333, -117.25)",1966.0,pullman,us
45678,Yocemento,30364,Valid,L4,5920.0,Found,38.9,-99.43333,"(38.9, -99.43333)",1966.0,hays,us
31984,Pep,18791,Valid,OC,591.0,Found,33.73,-102.57667,"(33.73, -102.57667)",1966.0,levelland,us
12605,Georgetown,10904,Valid,H6,687.0,Found,39.7,-105.7,"(39.7, -105.7)",1967.0,golden,us
37434,Seminole (c),23490,Valid,H4,1711.0,Found,32.55,-102.39166999999999,"(32.55, -102.39167)",1967.0,andrews,us
21646,Little River (a),14665,Valid,H6,4400.0,Found,38.38333,-98.01666999999999,"(38.38333, -98.01667)",1967.0,hutchinson,us
3456,Armel,2336,Valid,L5,9200.0,Found,39.76667,-102.13333,"(39.76667, -102.13333)",1967.0,sterling,us
16356,Hartley,11847,Valid,L,2100.0,Found,35.94167,-102.16,"(35.94167, -102.16)",1967.0,dumas,us
5539,Cope (b),5441,Valid,H5,817.0,Found,39.68333,-102.845,"(39.68333, -102.845)",1967.0,sterling,us
32040,Portales (a),18871,Valid,H4,3240.0,Found,34.06667,-103.5,"(34.06667, -103.5)",1967.0,portales,us
11650,Enigma,10036,Valid,H4,94.0,Found,31.33333,-82.31667,"(31.33333, -82.31667)",1967.0,waycross,us
26352,Nazareth (b),16929,Valid,L6,3600.0,Found,34.5,-102.25,"(34.5, -102.25)",1967.0,hereford,us
11704,Fluvanna (a),10116,Valid,L5,9500.0,Found,32.8,-101.11667,"(32.8, -101.11667)",1967.0,snyder,us
37896,Tarlton,23880,Valid,H4,226.5,Found,39.32,-82.37,"(39.32, -82.37)",1967.0,athens,us
32041,Portales (b),18872,Valid,L6,595.8,Found,34.06667,-103.5,"(34.06667, -103.5)",1967.0,portales,us
32042,Portales (c),18873,Valid,H4,6000.0,Found,34.1,-103.41667,"(34.1, -103.41667)",1967.0,portales,us
233,Denver,6660,Valid,L6,230.0,Fell,39.7825,-104.93056000000001,"(39.7825, -104.93056)",1967.0,commerce city,us
21735,Lucerne Valley 012,14736,Valid,H6,1.2,Found,34.5,-116.95,"(34.5, -116.95)",1968.0,apple valley,us
36372,Roosevelt County 080,22735,Valid,H6,727.8,Found,34.05,-103.5,"(34.05, -103.5)",1968.0,portales,us
19745,Leslie,12771,Valid,H5,895.0,Found,34.61139,-100.855,"(34.61139, -100.855)",1968.0,pampa,us
21734,Lucerne Valley 011,14735,Valid,L6,3.8,Found,34.5,-116.95,"(34.5, -116.95)",1968.0,apple valley,us
893,Schenectady,23458,Valid,H5,283.3,Fell,42.86083,-73.95028,"(42.86083, -73.95028)",1968.0,schenectady,us
5161,Boaz (stone),5091,Valid,H5,1800.0,Found,33.65167,-103.70833,"(33.65167, -103.70833)",1968.0,portales,us
16483,Idalia,11998,Valid,H,7400.0,Found,39.695,-102.295,"(39.695, -102.295)",1968.0,sterling,us
11630,Elida (c),10016,Valid,H5,385.5,Found,33.79,-103.56333000000001,"(33.79, -103.56333)",1968.0,portales,us
11629,Elida (b),10015,Valid,OC,537.8,Found,33.91667,-103.51833,"(33.91667, -103.51833)",1968.0,portales,us
36329,Roosevelt County 038,22693,Valid,H5,49.4,Found,34.3,-103.45,"(34.3, -103.45)",1968.0,portales,us
