,name,id,nametype,recclass,mass (g),fall,reclat,reclong,GeoLocation,Year,City,Country
36327,Roosevelt County 036,22691,Valid,H5,65.2,Found,34.08333,-103.61667,"(34.08333, -103.61667)",1968.0,portales,us
36326,Roosevelt County 035,22690,Valid,L6,81.59999999999998,Found,34.08333,-103.61667,"(34.08333, -103.61667)",1968.0,portales,us
36325,Roosevelt County 034,22689,Valid,H5,118.5,Found,34.08333,-103.61667,"(34.08333, -103.61667)",1968.0,portales,us
36324,Roosevelt County 033,22688,Valid,L4,21.8,Found,34.08333,-103.5,"(34.08333, -103.5)",1968.0,portales,us
6847,Delphos (b),6646,Valid,OC,548.0,Found,34.09,-103.61166999999999,"(34.09, -103.61167)",1968.0,portales,us
36323,Roosevelt County 032,22687,Valid,H5,141.1,Found,34.08333,-103.5,"(34.08333, -103.5)",1968.0,portales,us
6846,Delphos (a),6645,Valid,L4,1244.7,Found,34.08333,-103.525,"(34.08333, -103.525)",1968.0,portales,us
5095,Bethel (b),5031,Valid,H4,56.8,Found,34.24667,-103.395,"(34.24667, -103.395)",1968.0,portales,us
5706,Dalhart,5508,Valid,H5,4400.0,Found,36.04333,-102.40833,"(36.04333, -102.40833)",1968.0,dumas,us
36295,Roosevelt County 001,22656,Valid,H3.8,462.0,Found,33.78333,-103.56667,"(33.78333, -103.56667)",1968.0,portales,us
30957,Oasis State Park,17974,Valid,OC,606.0,Found,34.22833,-103.35833000000001,"(34.22833, -103.35833)",1968.0,portales,us
36353,Roosevelt County 061,22716,Valid,H5,49.5,Found,34.08333,-103.51666999999999,"(34.08333, -103.51667)",1968.0,portales,us
11628,Elida (a),10014,Valid,L6,936.8,Found,33.78333,-103.57667,"(33.78333, -103.57667)",1968.0,portales,us
17321,Kalvesta,12237,Valid,H4,10000.0,Found,38.08333,-100.25,"(38.08333, -100.25)",1968.0,dodge city,us
37676,Smyer,23655,Valid,H6,3273.0,Found,33.58333,-102.16667,"(33.58333, -102.16667)",1968.0,levelland,us
26356,Nazareth (iron),16933,Valid,"Iron, IIIAB",11310.0,Found,34.52667,-102.105,"(34.52667, -102.105)",1968.0,hereford,us
36352,Roosevelt County 060,22715,Valid,H5,34.2,Found,34.08333,-103.61667,"(34.08333, -103.61667)",1968.0,portales,us
5094,Bethel (a),5030,Valid,OC,18.3,Found,34.23333,-103.38333,"(34.23333, -103.38333)",1968.0,portales,us
36350,Roosevelt County 058,22713,Valid,L4,12.0,Found,34.08333,-103.5,"(34.08333, -103.5)",1968.0,portales,us
36351,Roosevelt County 059,22714,Valid,L6,26.2,Found,34.08333,-103.5,"(34.08333, -103.5)",1968.0,portales,us
19743,Leoville (b),12767,Valid,OC,2500.0,Found,39.60833,-100.475,"(39.60833, -100.475)",1969.0,hays,us
3465,Ashmore,2349,Valid,H5,55400.0,Found,32.9,-102.28333,"(32.9, -102.28333)",1969.0,brownfield,us
5089,Benjamin,5020,Valid,H4/5,51800.0,Found,33.58333,-99.8,"(33.58333, -99.8)",1969.0,vernon,us
26329,Myersville,16886,Valid,OC,5397.0,Found,28.95,-97.40278,"(28.95, -97.40278)",1969.0,victoria,us
36330,Roosevelt County 039,22694,Valid,H5,38.0,Found,34.08333,-103.5,"(34.08333, -103.5)",1969.0,portales,us
36331,Roosevelt County 040,22695,Valid,H5,71.1,Found,34.08333,-103.5,"(34.08333, -103.5)",1969.0,portales,us
36332,Roosevelt County 041,22696,Valid,L5,32.4,Found,34.08333,-103.5,"(34.08333, -103.5)",1969.0,portales,us
36333,Roosevelt County 042,22697,Valid,H5,32.6,Found,34.08333,-103.51666999999999,"(34.08333, -103.51667)",1969.0,portales,us
36334,Roosevelt County 043,22698,Valid,H4/5,52.1,Found,34.08333,-103.61667,"(34.08333, -103.61667)",1969.0,portales,us
36354,Roosevelt County 062,22717,Valid,H5,16.2,Found,34.21667,-103.5,"(34.21667, -103.5)",1969.0,portales,us
36355,Roosevelt County 063,22718,Valid,L4,34.7,Found,34.08333,-103.5,"(34.08333, -103.5)",1969.0,portales,us
36356,Roosevelt County 064,22719,Valid,H5,24.8,Found,34.08333,-103.5,"(34.08333, -103.5)",1969.0,portales,us
36373,Roosevelt County 081,22736,Valid,H5,522.2,Found,33.63333,-103.16667,"(33.63333, -103.16667)",1969.0,portales,us
36374,Roosevelt County 082,22737,Valid,H4,137.0,Found,34.08333,-103.56667,"(34.08333, -103.56667)",1969.0,portales,us
36375,Roosevelt County 083,22738,Valid,H5,14.8,Found,33.66667,-103.41667,"(33.66667, -103.41667)",1969.0,portales,us
36376,Roosevelt County 084,22739,Valid,L4,69.6,Found,34.2,-103.23333000000001,"(34.2, -103.23333)",1969.0,portales,us
36391,Roosevelt County 098,22753,Valid,L6,15.0,Found,34.21667,-103.55,"(34.21667, -103.55)",1969.0,portales,us
36392,Roosevelt County 099,22754,Valid,H(5?),9.8,Found,33.6,-103.3,"(33.6, -103.3)",1969.0,portales,us
36377,Roosevelt County 085,22740,Valid,L4,140.0,Found,34.31667,-103.38333,"(34.31667, -103.38333)",1969.0,portales,us
15944,Guin,11445,Valid,"Iron, ungrouped",34500.0,Found,33.96667,-87.91667,"(33.96667, -87.91667)",1969.0,jasper,us
13033,Grier (b),11203,Valid,L5-7,929.4,Found,34.26667,-103.38333,"(34.26667, -103.38333)",1969.0,portales,us
13032,Grier (a),11202,Valid,OC,12.4,Found,34.38167,-103.39166999999999,"(34.38167, -103.39167)",1969.0,clovis,us
31144,Park,18104,Valid,L6,13000.0,Found,39.11,-100.36166999999999,"(39.11, -100.36167)",1969.0,hays,us
12622,Glasston,10928,Valid,L5,1990.0,Found,48.71667,-97.3,"(48.71667, -97.3)",1969.0,grafton,us
12567,Garrison,10864,Valid,H5,5116.0,Found,33.86333,-103.34666999999999,"(33.86333, -103.34667)",1969.0,portales,us
6826,De Kalb,6623,Valid,H,566.0,Found,39.59167,-94.92194,"(39.59167, -94.92194)",1969.0,saint joseph,us
6849,Delphos (d),6648,Valid,H5,276.0,Found,34.05,-103.55,"(34.05, -103.55)",1969.0,portales,us
38091,Tulia (iron),24070,Valid,Iron,190.0,Found,34.555,-101.63,"(34.555, -101.63)",1969.0,plainview,us
31131,Panhandle,18096,Valid,H5,1360.0,Found,35.33333,-101.38333,"(35.33333, -101.38333)",1969.0,borger,us
11666,Euclid,10063,Valid,H5,2500.0,Found,47.95833,-96.7,"(47.95833, -96.7)",1970.0,grand forks,us
38121,Two Buttes (b),24092,Valid,H,3000.0,Found,37.63333,-102.41667,"(37.63333, -102.41667)",1970.0,lamar,us
26143,Mills,16687,Valid,H6,88000.0,Found,36.23,-104.11889000000001,"(36.23, -104.11889)",1970.0,raton,us
9157,Dora (stone),7713,Valid,OC,1570.0,Found,33.92333,-103.35,"(33.92333, -103.35)",1970.0,portales,us
36338,Roosevelt County 047,22702,Valid,L6,30.3,Found,34.13333,-103.36667,"(34.13333, -103.36667)",1970.0,portales,us
36337,Roosevelt County 046,22701,Valid,H5,120.4,Found,34.1,-103.48333000000001,"(34.1, -103.48333)",1970.0,portales,us
36336,Roosevelt County 045,22700,Valid,L6,55.5,Found,34.23333,-103.25,"(34.23333, -103.25)",1970.0,portales,us
36335,Roosevelt County 044,22699,Valid,L6,439.1,Found,34.25,-103.51666999999999,"(34.25, -103.51667)",1970.0,portales,us
12644,Grady (c),10953,Valid,H4,5700.0,Found,34.8,-103.31667,"(34.8, -103.31667)",1970.0,clovis,us
11679,Felt,10083,Valid,H6,5400.0,Found,36.55,-102.78333,"(36.55, -102.78333)",1970.0,dumas,us
31081,Otto,18047,Valid,H5,28.0,Found,35.16667,-105.98333000000001,"(35.16667, -105.98333)",1970.0,santa fe,us
26353,Nazareth (c),16930,Valid,H5,222.0,Found,34.58333,-102.08333,"(34.58333, -102.08333)",1970.0,hereford,us
17470,Lakeview,12449,Valid,H4,1238.0,Found,34.53333,-101.7,"(34.53333, -101.7)",1970.0,plainview,us
36339,Roosevelt County 048,22703,Valid,L6,57.3,Found,33.61667,-103.45,"(33.61667, -103.45)",1970.0,portales,us
16381,Hereford,11876,Valid,OC,2276.0,Found,33.795,-102.24167,"(33.795, -102.24167)",1970.0,levelland,us
552,Lost City,14711,Valid,H5,17000.0,Fell,36.00833,-95.15,"(36.00833, -95.15)",1970.0,tahlequah,us
19730,Lazbuddie,12746,Valid,LL5,8600.0,Found,34.5,-102.75,"(34.5, -102.75)",1970.0,clovis,us
5134,Bledsoe,5074,Valid,H4,30500.0,Found,33.59167,-103.02667,"(33.59167, -103.02667)",1970.0,levelland,us
5085,Benedict,5017,Valid,"Iron, IIIAB",16380.0,Found,41.0,-97.53333,"(41.0, -97.53333)",1970.0,columbus,us
36393,Roosevelt County 100,22755,Valid,L5,6.8,Found,34.3,-103.45,"(34.3, -103.45)",1970.0,portales,us
16355,Hart Camp,11846,Valid,H6,1200.0,Found,33.998329999999996,-102.17667,"(33.99833, -102.17667)",1970.0,levelland,us
31009,Oro Grande,18031,Valid,H5,513.0,Found,32.37167,-106.25833,"(32.37167, -106.25833)",1971.0,las cruces,us
5213,Brownell,5150,Valid,L6,2000.0,Found,38.696670000000005,-99.70833,"(38.69667, -99.70833)",1971.0,hays,us
5210,Bronco,5147,Valid,OC,972.0,Found,33.28333,-102.96667,"(33.28333, -102.96667)",1971.0,lovington,us
32034,Poison Spring,18857,Valid,Iron,524.0,Found,38.17,-110.36667,"(38.17, -110.36667)",1971.0,price,us
11645,Elyria,10030,Valid,"Iron, IIIAB",10900.0,Found,38.28,-97.365,"(38.28, -97.365)",1971.0,newton,us
37713,St. Vrain,23095,Valid,OC,45.5,Found,34.318329999999996,-103.47166999999999,"(34.31833, -103.47167)",1971.0,portales,us
36357,Roosevelt County 065,22720,Valid,H5,405.8,Found,33.61667,-103.45,"(33.61667, -103.45)",1971.0,portales,us
16326,Happy (a),11818,Valid,H3,2860.0,Found,35.68,-101.99333,"(35.68, -101.99333)",1971.0,dumas,us
16328,Happy (c),11820,Valid,OC,884.3,Found,34.58333,-102.05,"(34.58333, -102.05)",1971.0,hereford,us
16329,Happy Canyon,11821,Valid,EL6/7,16300.0,Found,34.80167,-101.56667,"(34.80167, -101.56667)",1971.0,canyon,us
38305,Wichita,24256,Valid,H6,2367.0,Found,37.59183,-97.21497,"(37.59183, -97.21497)",1971.0,derby,us
21661,Lone Tree,14683,Valid,H4,20676.0,Found,41.5,-91.47917,"(41.5, -91.47917)",1971.0,iowa city,us
22935,Melrose (b),15476,Valid,Howardite,50.5,Found,34.39833,-103.605,"(34.39833, -103.605)",1971.0,portales,us
5270,Burns Flat,5174,Valid,L6,1987.0,Found,35.33333,-99.15,"(35.33333, -99.15)",1971.0,clinton,us
38332,Willowbar,24278,Valid,L6,2070.0,Found,36.73333,-102.2,"(36.73333, -102.2)",1971.0,guymon,us
36341,Roosevelt County 050,22705,Valid,L4,13.1,Found,34.08333,-103.5,"(34.08333, -103.5)",1971.0,portales,us
37692,South Plains,23680,Valid,L5,4763.0,Found,34.26667,-101.25,"(34.26667, -101.25)",1971.0,plainview,us
12557,Galatia,10847,Valid,L6,23900.0,Found,38.64167,-98.88333,"(38.64167, -98.88333)",1971.0,great bend,us
36340,Roosevelt County 049,22704,Valid,LL4,22.8,Found,34.08333,-103.5,"(34.08333, -103.5)",1971.0,portales,us
36344,Roosevelt County 052,22707,Valid,H5,17.7,Found,34.1,-103.48333000000001,"(34.1, -103.48333)",1971.0,portales,us
36345,Roosevelt County 053,22708,Valid,H5,10.8,Found,33.88333,-103.7,"(33.88333, -103.7)",1971.0,portales,us
36346,Roosevelt County 054,22709,Valid,H5,361.5,Found,34.3,-103.43333,"(34.3, -103.43333)",1971.0,portales,us
36347,Roosevelt County 055,22710,Valid,H5,7.9,Found,34.3,-103.43333,"(34.3, -103.43333)",1971.0,portales,us
1067,Wethersfield (1971),24250,Valid,L6,350.0,Fell,41.7,-72.65,"(41.7, -72.65)",1971.0,wethersfield,us
36342,Roosevelt County 051,22706,Valid,L5,29.4,Found,34.21667,-103.35,"(34.21667, -103.35)",1971.0,portales,us
21635,Lider (a),14648,Valid,L5,2160.0,Found,34.655,-101.64,"(34.655, -101.64)",1972.0,canyon,us
3446,Arch,2327,Valid,CV3,985.8,Found,34.15,-103.22,"(34.15, -103.22)",1972.0,portales,us
26407,Northbranch,17010,Valid,H5,76000.0,Found,39.99167,-98.34167,"(39.99167, -98.34167)",1972.0,hastings,us
21636,Lider (b),14649,Valid,H5,1800.0,Found,34.655,-101.64,"(34.655, -101.64)",1972.0,canyon,us
22919,Mayfield,15450,Valid,H4,38400.0,Found,37.30833,-97.545,"(37.30833, -97.545)",1972.0,haysville,us
3423,Anson,2308,Valid,L6,3900.0,Found,39.33333,-97.56166999999999,"(39.33333, -97.56167)",1972.0,salina,us
26374,New Moore (a),16958,Valid,OC,100.3,Found,33.11667,-102.11667,"(33.11667, -102.11667)",1972.0,brownfield,us
17342,Kenna (b),12278,Valid,L5,453.0,Found,33.70833,-103.76666999999999,"(33.70833, -103.76667)",1972.0,portales,us
17341,Kenna,12277,Valid,Ureilite,10900.0,Found,33.9,-103.55333,"(33.9, -103.55333)",1972.0,portales,us
16334,Hardtner,11827,Valid,L6,13000.0,Found,37.06667,-98.66167,"(37.06667, -98.66167)",1972.0,woodward,us
16327,Happy (b),11819,Valid,OC,2505.0,Found,34.59333,-101.99333,"(34.59333, -101.99333)",1972.0,canyon,us
38297,West Point,24246,Valid,L6,3100.0,Found,33.075,-102.045,"(33.075, -102.045)",1972.0,brownfield,us
36294,Roosevelt,22655,Valid,H3.4,5200.0,Found,34.86667,-98.95,"(34.86667, -98.95)",1972.0,altus,us
5194,Bowesmont (b),5125,Valid,L5,1300.0,Found,48.78333,-97.35,"(48.78333, -97.35)",1972.0,grafton,us
36348,Roosevelt County 056,22711,Valid,H5,10.3,Found,34.41667,-103.58333,"(34.41667, -103.58333)",1972.0,portales,us
9408,El Mirage,7809,Valid,"Iron, IIAB",598.0,Found,33.68333,-112.26666999999999,"(33.68333, -112.26667)",1972.0,sun city west,us
26293,Muleshoe,16846,Valid,H4/6,3600.0,Found,34.12167,-102.695,"(34.12167, -102.695)",1972.0,clovis,us
6843,Delaware,6640,Valid,L4,8346.0,Found,35.28333,-93.5,"(35.28333, -93.5)",1972.0,russellville,us
11697,Flagler,30564,Valid,H3.8,4100.0,Found,39.23,-102.99,"(39.23, -102.99)",1972.0,lamar,us
877,San Juan Capistrano,23128,Valid,H6,56.0,Fell,33.48472,-117.6625,"(33.48472, -117.6625)",1973.0,san juan capistrano,us
21789,Lueders,14750,Valid,"Iron, IAB-MG",35400.0,Found,32.83611,-99.60417,"(32.83611, -99.60417)",1973.0,abilene,us
38293,Wellman (e),24241,Valid,H4,959.0,Found,33.678329999999995,-102.315,"(33.67833, -102.315)",1973.0,levelland,us
38276,Wayside,24225,Valid,H6,23600.0,Found,34.80167,-101.68333,"(34.80167, -101.68333)",1973.0,canyon,us
166,Canon City,5253,Valid,H6,1400.0,Fell,38.470279999999995,-105.24139,"(38.47028, -105.24139)",1973.0,canon city,us
36349,Roosevelt County 057,22712,Valid,L5,7.7,Found,34.21667,-103.28333,"(34.21667, -103.28333)",1973.0,portales,us
36296,Roosevelt County 002,22657,Valid,L6,18.2,Found,33.71667,-103.65,"(33.71667, -103.65)",1973.0,portales,us
5216,Brownfield (c),5153,Valid,OC,1550.0,Found,33.135,-102.27833000000001,"(33.135, -102.27833)",1974.0,brownfield,us
958,Stratford,23728,Valid,L6,50.0,Fell,41.2,-73.13333,"(41.2, -73.13333)",1974.0,stratford,us
11671,Fairfield,10069,Valid,"Iron, IAB-MG",1600.0,Found,39.33333,-84.6,"(39.33333, -84.6)",1974.0,fairfield,us
11695,Fitzwater Pass,51738,Valid,"Iron, IIIF",65.4,Found,42.03839,-120.58941999999999,"(42.03839, -120.58942)",1974.0,altamont,us
12634,Gomez,10944,Valid,L6,47000.0,Found,33.18139,-102.40139,"(33.18139, -102.40139)",1974.0,brownfield,us
38054,Tokio (a),24016,Valid,H5,6600.0,Found,33.21667,-102.63167,"(33.21667, -102.63167)",1974.0,brownfield,us
38055,Tokio (b),24017,Valid,OC,823.0,Found,33.205,-102.65833,"(33.205, -102.65833)",1974.0,brownfield,us
36724,Saint Augustine,23080,Valid,"Iron, IID",22000.0,Found,40.71667,-90.41667,"(40.71667, -90.41667)",1974.0,galesburg,us
36378,Roosevelt County 086,22741,Valid,L6,9.0,Found,34.28333,-103.28333,"(34.28333, -103.28333)",1974.0,portales,us
36284,Rogers,22645,Valid,L,982.0,Found,34.065,-103.40833,"(34.065, -103.40833)",1974.0,portales,us
21653,Llano River,53635,Valid,"Iron, IIIAB",4318.0,Found,30.522129999999997,-99.73698,"(30.52213, -99.73698)",1975.0,kerrville,us
22929,Meadow (a),15465,Valid,H5,1495.0,Found,33.33139,-102.26889,"(33.33139, -102.26889)",1975.0,brownfield,us
26375,New Moore (b),16959,Valid,OC,200.0,Found,33.11833,-102.11333,"(33.11833, -102.11333)",1975.0,brownfield,us
26173,Moriarty,16744,Valid,L,330.0,Found,34.98333,-106.05,"(34.98333, -106.05)",1975.0,bernalillo,us
24091,Millen,16644,Valid,H4,40800.0,Found,32.83528,-81.87389,"(32.83528, -81.87389)",1975.0,statesboro,us
31985,Perryton,18794,Valid,LL6,2114.0,Found,36.35333,-100.73167,"(36.35333, -100.73167)",1975.0,liberal,us
5200,Brandon,5132,Valid,L6/7,7580.0,Found,40.81,-101.80167,"(40.81, -101.80167)",1975.0,north platte,us
5504,Colony,5407,Valid,CO3.0,3912.0,Found,35.35,-98.68333,"(35.35, -98.68333)",1975.0,weatherford,us
12645,Granada Creek,10954,Valid,H,479.0,Found,37.96667,-102.33333,"(37.96667, -102.33333)",1975.0,lamar,us
16336,Harlowton,11831,Valid,"Iron, IAB-ung",4000.0,Found,46.43333,-109.83333,"(46.43333, -109.83333)",1975.0,lewistown,us
16370,Haxtun,11863,Valid,H/L4,15500.0,Found,40.45667,-102.57834,"(40.45667, -102.57834)",1975.0,sterling,us
6860,Denver City,6661,Valid,"Iron, ungrouped",26100.0,Found,33.07139,-102.80028,"(33.07139, -102.80028)",1975.0,hobbs,us
9184,Eads,7759,Valid,H4,4860.0,Found,38.47,-102.82667,"(38.47, -102.82667)",1975.0,lamar,us
17379,Kossuth,12350,Valid,"Iron, IVA",5900.0,Found,40.66667,-84.35,"(40.66667, -84.35)",1975.0,wapakoneta,us
11752,Foster,10170,Valid,H4,1992.0,Found,33.1,-102.26666999999999,"(33.1, -102.26667)",1975.0,brownfield,us
37439,Seminole Draw (a),23493,Valid,L6,478.0,Found,32.71667,-102.65,"(32.71667, -102.65)",1976.0,andrews,us
30977,Old Woman,18007,Valid,"Iron, IIAB",2753000.0,Found,34.46667,-115.23333000000001,"(34.46667, -115.23333)",1976.0,twentynine palms,us
26358,Needmore,16937,Valid,OC,1793.0,Found,34.04472,-102.79916999999999,"(34.04472, -102.79917)",1976.0,clovis,us
37665,Sligo,23644,Valid,H3.9,78.0,Found,33.11861,-102.74056,"(33.11861, -102.74056)",1976.0,brownfield,us
37440,Seminole Draw (b),23494,Valid,H5,1192.7,Found,32.71667,-102.65,"(32.71667, -102.65)",1976.0,andrews,us
38256,Wardswell Draw,24214,Valid,L6,3000.0,Found,32.90333,-102.925,"(32.90333, -102.925)",1976.0,hobbs,us
36007,Red Rock,22549,Valid,"Iron, IIIAB",47600.0,Found,35.41667,-117.91667,"(35.41667, -117.91667)",1976.0,california city,us
16323,Hangman Crossing,11816,Valid,H4,1300.0,Found,38.91972,-85.94722,"(38.91972, -85.94722)",1976.0,seymour,us
11705,Fluvanna (b),10117,Valid,H6,4110.0,Found,32.90333,-101.16278,"(32.90333, -101.16278)",1976.0,snyder,us
38336,Wimberley,24282,Valid,"Iron, IIIAB",7800.0,Found,29.96667,-98.11667,"(29.96667, -98.11667)",1976.0,canyon lake,us
36297,Roosevelt County 003,22658,Valid,H5,30.3,Found,33.88333,-103.56667,"(33.88333, -103.56667)",1976.0,portales,us
21793,Luray,14758,Valid,OC,861.0,Found,39.11667,-98.68333,"(39.11667, -98.68333)",1976.0,hays,us
37435,Seminole (d),23491,Valid,H6,1710.0,Found,32.71667,-102.65,"(32.71667, -102.65)",1976.0,andrews,us
37420,Seagraves (b),23470,Valid,H5,4600.0,Found,32.91722,-102.5,"(32.91722, -102.5)",1976.0,brownfield,us
16367,Haviland (b),11861,Valid,H5,2092.0,Found,37.59667,-99.125,"(37.59667, -99.125)",1976.0,great bend,us
45715,Zulu Queen,30414,Valid,L3.7,200.0,Found,33.98333,-115.68333,"(33.98333, -115.68333)",1976.0,twentynine palms,us
3413,Alvord,2287,Valid,"Iron, IVA",17500.0,Found,43.32222,-96.28889000000001,"(43.32222, -96.28889)",1976.0,brandon,us
37446,Seth Ward,23505,Valid,H5,3800.0,Found,34.26889,-101.64721999999999,"(34.26889, -101.64722)",1977.0,plainview,us
26355,Nazareth (e),16932,Valid,H6,13100.0,Found,34.58333,-102.05,"(34.58333, -102.05)",1977.0,hereford,us
37684,Somesbar,23666,Valid,H6,60.0,Found,41.38333,-123.5,"(41.38333, -123.5)",1977.0,arcata,us
5471,Circle Back,5367,Valid,L6,2268.0,Found,34.028059999999996,-102.68,"(34.02806, -102.68)",1977.0,levelland,us
19716,Larned,50998,Valid,Aubrite-an,28100.0,Found,38.1995,-99.162,"(38.1995, -99.162)",1977.0,great bend,us
553,Louisville,14716,Valid,L6,1300.0,Fell,38.25,-85.75,"(38.25, -85.75)",1977.0,louisville,us
6848,Delphos (c),6647,Valid,L5,885.0,Found,34.05,-103.63333,"(34.05, -103.63333)",1977.0,portales,us
32065,Purmela,32771,Valid,"Iron, IIF",4500.0,Found,29.5,-98.05,"(29.5, -98.05)",1977.0,seguin,us
11758,Frankel City,10175,Valid,L6,4700.0,Found,32.33333,-102.745,"(32.33333, -102.745)",1977.0,andrews,us
36298,Roosevelt County 004,22659,Valid,L6,882.0,Found,34.08333,-103.5,"(34.08333, -103.5)",1977.0,portales,us
36379,Roosevelt County 087,22742,Valid,H5,8.2,Found,34.06667,-103.51666999999999,"(34.06667, -103.51667)",1977.0,portales,us
12556,Gaines County Park,10844,Valid,H5,13700.0,Found,32.83333,-102.73333000000001,"(32.83333, -102.73333)",1977.0,hobbs,us
37436,Seminole (e),23492,Valid,H5,758.2,Found,32.71667,-102.65,"(32.71667, -102.65)",1977.0,andrews,us
38318,Willard (a),24270,Valid,L6,800.0,Found,34.43333,-105.78333,"(34.43333, -105.78333)",1978.0,belen,us
36380,Roosevelt County 088,22743,Valid,H4,7.5,Found,33.88333,-103.56667,"(33.88333, -103.56667)",1978.0,portales,us
21687,Los Lunas,14707,Valid,H4,94.5,Found,34.8125,-106.79167,"(34.8125, -106.79167)",1978.0,los lunas,us
11700,Florey,10112,Valid,H6,110800.0,Found,32.5225,-102.705,"(32.5225, -102.705)",1978.0,andrews,us
11693,Finney (c),10105,Valid,OC,492.0,Found,34.29833,-101.68333,"(34.29833, -101.68333)",1978.0,plainview,us
5478,Claytonville (b),5376,Valid,OC,5136.0,Found,34.34833,-101.65833,"(34.34833, -101.65833)",1978.0,plainview,us
3408,Allred,2280,Valid,L4,6570.0,Found,33.1,-102.95,"(33.1, -102.95)",1978.0,lovington,us
36299,Roosevelt County 005,22660,Valid,L6,12.0,Found,34.21667,-103.28333,"(34.21667, -103.28333)",1978.0,portales,us
38252,Walnut Hill,24209,Valid,OC,220.0,Found,43.827,-70.24717,"(43.827, -70.24717)",1978.0,yarmouth,us
17387,Kress (c),12360,Valid,L6,5600.0,Found,34.33833,-101.71667,"(34.33833, -101.71667)",1978.0,plainview,us
17389,Krider,12362,Valid,H6,2386.0,Found,34.46667,-103.92166999999999,"(34.46667, -103.92167)",1978.0,portales,us
5199,Brainard,5131,Valid,"Iron, IIIAB",138300.0,Found,41.15333,-96.955,"(41.15333, -96.955)",1978.0,lincoln,us
38049,Tinnie,24006,Valid,"Iron, IVB",15300.0,Found,33.38333,-105.25,"(33.38333, -105.25)",1978.0,ruidoso,us
38078,Truckton,24055,Valid,H5,43.4,Found,38.58139,-104.07667,"(38.58139, -104.07667)",1978.0,pueblo,us
21649,Littlerock,14667,Valid,H6,19050.0,Found,34.51667,-117.98333000000001,"(34.51667, -117.98333)",1979.0,palmdale,us
5061,Beaver-Harrison,4987,Valid,L6,925.0,Found,38.48417,-113.13638999999999,"(38.48417, -113.13639)",1979.0,cedar city,us
5129,Blackwater Draw,5067,Valid,H4,1500.0,Found,34.20583,-103.22222,"(34.20583, -103.22222)",1979.0,portales,us
36301,Roosevelt County 010,22665,Valid,L4,23.6,Found,33.08333,-103.5,"(33.08333, -103.5)",1979.0,lovington,us
36300,Roosevelt County 006,22661,Valid,L6,9.7,Found,34.08333,-103.5,"(34.08333, -103.5)",1979.0,portales,us
36268,Roosevelt County 009,22664,Valid,H5,2.1,Found,34.08333,-103.5,"(34.08333, -103.5)",1979.0,portales,us
36186,Roosevelt County 008,22663,Valid,H5,25.3,Found,34.08333,-103.5,"(34.08333, -103.5)",1979.0,portales,us
36131,Roosevelt County 007,22662,Valid,H5,5.2,Found,34.08333,-103.5,"(34.08333, -103.5)",1979.0,portales,us
32017,Plainview (d),18844,Valid,L6,700.0,Found,34.1875,-101.70416999999999,"(34.1875, -101.70417)",1979.0,plainview,us
5545,Correo,5447,Valid,H4,1400.0,Found,34.95,-107.16667,"(34.95, -107.16667)",1979.0,los lunas,us
38312,Wild Horse,24264,Valid,H5,1360.0,Found,39.41667,-103.2,"(39.41667, -103.2)",1979.0,fort morgan,us
38321,Willcox Playa,24273,Valid,H4,61.5,Found,32.125,-109.83333,"(32.125, -109.83333)",1979.0,safford,us
37746,Summerfield,23743,Valid,L5,6200.0,Found,34.76667,-102.41667,"(34.76667, -102.41667)",1979.0,hereford,us
36394,Roosevelt County 101,22756,Valid,H5,12.6,Found,34.05,-103.58333,"(34.05, -103.58333)",1979.0,portales,us
36434,Saginaw,22797,Valid,Iron,44500.0,Found,32.865829999999995,-97.32306,"(32.86583, -97.32306)",1979.0,saginaw,us
37776,Suwanee Spring,23768,Valid,L5,1200.0,Found,34.95,-107.16667,"(34.95, -107.16667)",1979.0,los lunas,us
5472,Clarendon (a),5369,Valid,H5,1964.0,Found,34.905,-100.91333,"(34.905, -100.91333)",1979.0,pampa,us
37701,Springlake,23691,Valid,L6,17300.0,Found,34.344440000000006,-102.22361,"(34.34444, -102.22361)",1980.0,hereford,us
36381,Roosevelt County 089,22744,Valid,H5,1615.0,Found,34.13333,-103.53333,"(34.13333, -103.53333)",1980.0,portales,us
853,Richland Springs,22602,Valid,OC,1900.0,Fell,31.25,-99.03333,"(31.25, -99.03333)",1980.0,brownwood,us
5211,Bronco (b),5148,Valid,OC,101.0,Found,33.275,-102.96,"(33.275, -102.96)",1980.0,lovington,us
5212,Bronco (c),5149,Valid,OC,53.0,Found,33.275,-102.96,"(33.275, -102.96)",1980.0,lovington,us
22924,McCracken,15460,Valid,H4/5,1530.0,Found,38.525,-99.81,"(38.525, -99.81)",1980.0,hays,us
26183,Morton,16753,Valid,H6,6400.0,Found,33.71667,-102.76666999999999,"(33.71667, -102.76667)",1980.0,levelland,us
36280,Rock Creek,22638,Valid,L5,1641.0,Found,34.42222,-101.4975,"(34.42222, -101.4975)",1980.0,plainview,us
21717,Lost Draw,14713,Valid,OC,309.0,Found,33.28944,-102.54306,"(33.28944, -102.54306)",1980.0,brownfield,us
9175,Dumas (b),7742,Valid,H6,2284.0,Found,35.925,-101.895,"(35.925, -101.895)",1980.0,dumas,us
36302,Roosevelt County 011,22666,Valid,H5,2.9,Found,33.75,-103.13333,"(33.75, -103.13333)",1980.0,portales,us
